diagnostic,period,value,units,interpretation,source_table,domain,classification
omega500,September,0.016018958060493204,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,east_ethiopia,
omega500,September,0.0044503043798489825,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,greater_horn,
omega500,September,0.0023774042882528596,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,east_africa,
omega500,September,0.0020953786739270923,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,atlantic_congo_ethiopia,
omega500,September,-0.03442836406266805,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,congo_moisture_corridor,
omega500,September,-0.035337600066363446,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,western_moisture_entry,
omega500,September,0.010490125257116529,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,western_indian_ocean,
omega500,September,0.012065824181484695,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,arabia_red_sea,
omega500,September,0.018373809661935622,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,north_africa_arabia,
omega500,September,-0.017693665698533926,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,tej_core,
omega500,September,0.01769518855636489,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,somali_jet_box,
omega500,September,0.022451559527711287,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,turkana_corridor,
omega500,JJA,-0.028266761325303955,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,ethiopia,
omega500,JJA,-0.07649776391983412,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,ethiopia_highlands_broad,
omega500,JJA,-0.08509814390903957,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,north_ethiopia,
omega500,JJA,-0.10315200211272357,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,central_ethiopia,
omega500,JJA,-0.08074539722389508,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,west_ethiopia,
omega500,JJA,0.00507539688594879,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,east_ethiopia,
omega500,JJA,0.0024119987956915004,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,greater_horn,
omega500,JJA,0.0007563787015723892,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,east_africa,
omega500,JJA,0.0035869015005483705,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,atlantic_congo_ethiopia,
omega500,JJA,-0.024131904980316005,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,congo_moisture_corridor,
omega500,JJA,-0.04033403917904641,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,western_moisture_entry,
omega500,JJA,0.008732705047558546,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,western_indian_ocean,
omega500,JJA,-0.003492438685926001,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,arabia_red_sea,
omega500,JJA,0.010880442346442807,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,north_africa_arabia,
omega500,JJA,-0.028256085490241955,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,tej_core,
omega500,JJA,0.01294968429087244,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,somali_jet_box,
omega500,JJA,0.022009037000160252,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,turkana_corridor,
omega500,JJAS,-0.023807782786430864,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,ethiopia,
omega500,JJAS,-0.0698555048863349,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,ethiopia_highlands_broad,
omega500,JJAS,-0.07408827164592673,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,north_ethiopia,
omega500,JJAS,-0.09667761551810782,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,central_ethiopia,
omega500,JJAS,-0.07682487116524782,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,west_ethiopia,
omega500,JJAS,0.0078112872574240344,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,east_ethiopia,
omega500,JJAS,0.0029215753902888625,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,greater_horn,
omega500,JJAS,0.0011616353120165778,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,east_africa,
omega500,JJAS,0.0032140210119424796,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,atlantic_congo_ethiopia,
omega500,JJAS,-0.026706019259879324,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,congo_moisture_corridor,
omega500,JJAS,-0.0390849287151045,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,western_moisture_entry,
omega500,JJAS,0.009172060078626974,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,western_indian_ocean,
omega500,JJAS,0.0003971271838613168,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,arabia_red_sea,
omega500,JJAS,0.01275378441378948,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,north_africa_arabia,
omega500,JJAS,-0.025615480290809053,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,tej_core,
omega500,JJAS,0.014136060375103104,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,somali_jet_box,
omega500,JJAS,0.0221196678800124,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,turkana_corridor,
omega700,June,-0.047580626284696156,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,ethiopia,
omega700,June,-0.089405444439566,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,ethiopia_highlands_broad,
omega700,June,-0.11741183497144884,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,north_ethiopia,
omega700,June,-0.10965940633540688,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,central_ethiopia,
omega700,June,-0.05254465135976631,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,west_ethiopia,
omega700,June,-0.03530238111957796,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,east_ethiopia,
omega700,June,-0.0050631348027532835,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,greater_horn,
omega700,June,-0.007362620075619632,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,east_africa,
omega700,June,-0.0006512435278197484,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,atlantic_congo_ethiopia,
omega700,June,-0.022091900681594806,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,congo_moisture_corridor,
omega700,June,-0.030243227242439295,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,western_moisture_entry,
omega700,June,0.0023800149528336854,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,western_indian_ocean,
omega700,June,-0.027880244566846398,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,arabia_red_sea,
omega700,June,-0.005444419242546827,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,north_africa_arabia,
omega700,June,-0.03876505862207633,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,tej_core,
omega700,June,0.00914990081672221,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,somali_jet_box,
omega700,June,0.01984707690238865,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,turkana_corridor,
omega700,July,-0.038176476595720564,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,ethiopia,
omega700,July,-0.07172554414230928,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,ethiopia_highlands_broad,
omega700,July,-0.09984141006098828,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,north_ethiopia,
omega700,July,-0.07668381654082938,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,central_ethiopia,
omega700,July,-0.04869214420105518,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,west_ethiopia,
omega700,July,-0.026610306612988188,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,east_ethiopia,
omega700,July,-0.0074394948646964425,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,greater_horn,
omega700,July,-0.008022374411783904,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,east_africa,
omega700,July,-0.0005147204051054864,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,atlantic_congo_ethiopia,
omega700,July,-0.023913006104551496,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,congo_moisture_corridor,
omega700,July,-0.0291493972437679,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,western_moisture_entry,
omega700,July,0.00637724594124779,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,western_indian_ocean,
omega700,July,-0.04055226044600685,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,arabia_red_sea,
omega700,July,-0.01229280750188018,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,north_africa_arabia,
omega700,July,-0.03970842427491308,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,tej_core,
omega700,July,0.014658180199382916,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,somali_jet_box,
omega700,July,0.018808563265965434,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,turkana_corridor,
omega700,August,-0.030182583443468882,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,ethiopia,
omega700,August,-0.06830942200793927,Pa s**-1,Positive omega means subsidence/sinking motion; negative omega means rising motion.,era5_vertical_divergence_height_diagnostics,ethiopia_highlands_broad,
